CRASH DATE TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,COLLISION_ID,VEHICLE TYPE CODE 1,CONTRIBUTING CATEGORY V1,SEASON,TIME OF DAY,IS RUSH HOUR
2023-01-01 00:00:00,QUEENS,11101,40.745068,-73.936356,0,0,Driver Inattention/Distraction,4599239,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Late Night,False
2023-01-01 03:10:00,QUEENS,11385,40.702595,-73.8553,1,0,Following Too Closely,4594669,Sedan,Moving Violation,Winter,Late Night,False
2023-01-01 03:14:00,QUEENS,11368,40.74788,-73.85731,0,0,Driver Inattention/Distraction,4594459,Sedan,Driver Inattention,Winter,Late Night,False
2023-01-01 04:30:00,QUEENS,11373,40.741844,-73.86975,0,0,Driver Inattention/Distraction,4594458,Pick-up Truck,Driver Inattention,Winter,Early Morning,False
2023-01-01 05:00:00,BROOKLYN,11236,40.649895,-73.90762,1,0,Passing or Lane Usage Improper,4594564,Sedan,Moving Violation,Winter,Early Morning,False
2023-01-01 05:00:00,BROOKLYN,11207,40.67811,-73.89762,1,0,Traffic Control Disregarded,4594587,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Early Morning,False
2023-01-01 05:36:00,BROOKLYN,11207,40.663136,-73.88325,0,0,Unsafe Speed,4594580,Sedan,Moving Violation,Winter,Early Morning,False
2023-01-01 06:45:00,QUEENS,11368,40.73928,-73.85053,1,0,Driver Inattention/Distraction,4594462,Sedan,Driver Inattention,Winter,Early Morning,True
2023-01-01 09:50:00,QUEENS,11373,40.746346,-73.87239,0,0,Unsafe Speed,4594924,Sedan,Moving Violation,Winter,Morning,False
2023-01-01 10:15:00,BROOKLYN,11207,40.67816,-73.897484,0,0,Driver Inattention/Distraction,4594589,Sedan,Driver Inattention,Winter,Morning,False
2023-01-01 10:30:00,QUEENS,11368,40.74495,-73.86129,0,0,Passing or Lane Usage Improper,4596206,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Morning,False
2023-01-01 11:30:00,QUEENS,11368,40.74484,-73.85225,3,0,Failure to Yield Right-of-Way,4594925,Sedan,Moving Violation,Winter,Morning,False
2023-01-01 12:00:00,BROOKLYN,11211,40.70669,-73.95884,0,0,Passing or Lane Usage Improper,4594905,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Afternoon,False
2023-01-01 15:42:00,BROOKLYN,11234,40.626457,-73.918,0,0,Turning Improperly,4594835,Sedan,Moving Violation,Winter,Afternoon,False
2023-01-01 16:30:00,BROOKLYN,11207,40.651337,-73.889595,1,0,Driver Inattention/Distraction,4594588,Sedan,Driver Inattention,Winter,Evening,True
2023-01-01 19:00:00,BROOKLYN,11206,40.708237,-73.94337,1,0,Driver Inattention/Distraction,4599015,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,True
2023-01-01 20:00:00,QUEENS,11373,40.747864,-73.873985,2,0,Driver Inattention/Distraction,4596592,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Night,False
2023-01-01 20:35:00,BROOKLYN,11211,40.71337,-73.934814,1,0,Failure to Yield Right-of-Way,4597638,Bike,Moving Violation,Winter,Night,False
2023-01-01 22:10:00,BROOKLYN,11211,40.703434,-73.96035,0,0,Driver Inattention/Distraction,4595466,Bus,Driver Inattention,Winter,Night,False
2023-01-01 22:30:00,BROOKLYN,11206,40.706806,-73.94878,0,0,Backing Unsafely,4595464,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Night,False
2023-01-02 03:10:00,QUEENS,11385,40.71043,-73.9106,0,0,Passing Too Closely,4595750,Sedan,Moving Violation,Winter,Late Night,False
2023-01-02 05:07:00,BROOKLYN,11236,40.634815,-73.901276,0,0,Traffic Control Disregarded,4594796,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Early Morning,False
2023-01-02 05:15:00,QUEENS,11385,40.707237,-73.89664,0,0,Backing Unsafely,4595757,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Early Morning,False
2023-01-02 10:00:00,QUEENS,11368,40.75606,-73.85859,0,0,Driver Inattention/Distraction,4598472,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Morning,False
2023-01-02 10:17:00,BROOKLYN,11206,40.702,-73.93205,0,0,Driver Inattention/Distraction,4595790,Sedan,Driver Inattention,Winter,Morning,False
2023-01-02 11:15:00,BROOKLYN,11207,40.657314,-73.88864,1,0,Turning Improperly,4594839,Sedan,Moving Violation,Winter,Morning,False
2023-01-02 11:18:00,BROOKLYN,11236,40.634106,-73.906715,1,0,Driver Inexperience,4596040,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Morning,False
2023-01-02 12:10:00,BROOKLYN,11236,40.643406,-73.89136,0,0,Passing Too Closely,4596042,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Afternoon,False
2023-01-02 12:51:00,BROOKLYN,11236,40.637657,-73.91312,4,0,Driver Inattention/Distraction,4595145,Box Truck,Driver Inattention,Winter,Afternoon,False
2023-01-02 13:00:00,QUEENS,11368,40.741104,-73.85382,0,0,Driver Inexperience,4594926,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Afternoon,False
2023-01-02 14:50:00,BROOKLYN,11211,40.711903,-73.94902,1,0,Driver Inexperience,4594906,Sedan,Driver Inattention,Winter,Afternoon,False
2023-01-02 16:35:00,BROOKLYN,11234,40.63189,-73.928276,2,0,Driver Inexperience,4595301,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,True
2023-01-02 18:29:00,QUEENS,11385,40.713333,-73.91305,0,0,Passing Too Closely,4595751,Sedan,Moving Violation,Winter,Evening,True
2023-01-02 20:30:00,BROOKLYN,11236,40.64308,-73.88699,0,0,Driver Inattention/Distraction,4595126,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Night,False
2023-01-03 11:00:00,BROOKLYN,11236,40.63235,-73.88168,0,0,Backing Unsafely,4595589,Sedan,Moving Violation,Winter,Morning,False
2023-01-03 13:05:00,QUEENS,11385,40.702595,-73.8553,0,0,Following Too Closely,4595756,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Afternoon,False
2023-01-03 15:25:00,QUEENS,11101,40.73634,-73.93266,1,0,Driver Inattention/Distraction,4595173,Pick-up Truck,Driver Inattention,Winter,Afternoon,False
2023-01-03 17:09:00,BROOKLYN,11236,40.643143,-73.901474,1,0,Driver Inattention/Distraction,4595144,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,True
2023-01-03 21:45:00,BROOKLYN,11206,40.70547,-73.95024,1,0,Driver Inattention/Distraction,4595184,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Night,False
2023-01-04 06:00:00,BROOKLYN,11211,40.70926,-73.95448,0,0,Passing or Lane Usage Improper,4595670,Sedan,Moving Violation,Winter,Early Morning,True
2023-01-04 06:27:00,BROOKLYN,11234,40.615795,-73.93937,1,0,Failure to Yield Right-of-Way,4595303,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Early Morning,True
2023-01-04 06:50:00,QUEENS,11368,40.757545,-73.8664,1,0,Failure to Yield Right-of-Way,4595556,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Early Morning,True
2023-01-04 09:25:00,BROOKLYN,11234,40.625423,-73.9179,0,0,Backing Unsafely,4601399,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Morning,False
2023-01-04 10:08:00,QUEENS,11385,40.704403,-73.88202,1,0,Failure to Yield Right-of-Way,4595336,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Morning,False
2023-01-04 12:08:00,BROOKLYN,11207,40.680664,-73.902626,1,0,Unsafe Speed,4595497,Sedan,Moving Violation,Winter,Afternoon,False
2023-01-04 12:41:00,BROOKLYN,11234,40.615433,-73.91388,1,0,Failure to Yield Right-of-Way,4596114,Sedan,Moving Violation,Winter,Afternoon,False
2023-01-04 14:00:00,QUEENS,11373,40.74519,-73.8695,0,0,Passing Too Closely,4595554,Sedan,Moving Violation,Winter,Afternoon,False
2023-01-04 15:55:00,BROOKLYN,11234,40.643288,-73.87618,0,0,Aggressive Driving/Road Rage,4595431,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Afternoon,False
2023-01-04 18:10:00,BROOKLYN,11236,40.645397,-73.893585,0,0,Driver Inattention/Distraction,4596188,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,True
2023-01-04 18:20:00,QUEENS,11368,40.757793,-73.861916,1,0,Driver Inattention/Distraction,4595645,Sedan,Driver Inattention,Winter,Evening,True
2023-01-04 19:03:00,BROOKLYN,11236,40.644196,-73.91295,0,0,Aggressive Driving/Road Rage,4595644,Sedan,Driver Inattention,Winter,Evening,False
2023-01-04 21:00:00,QUEENS,11368,40.757793,-73.861916,0,0,Driver Inattention/Distraction,4595544,Sedan,Driver Inattention,Winter,Night,False
2023-01-04 21:10:00,BROOKLYN,11206,40.707485,-73.93393,0,0,Failure to Yield Right-of-Way,4596900,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Night,False
2023-01-05 00:17:00,BROOKLYN,11234,40.615383,-73.92891,0,0,Following Too Closely,4596094,Taxi,Moving Violation,Winter,Late Night,False
2023-01-05 03:48:00,BROOKLYN,11234,40.61679,-73.92373,0,0,Traffic Control Disregarded,4595634,Sedan,Moving Violation,Winter,Late Night,False
2023-01-05 08:00:00,BROOKLYN,11236,40.642227,-73.90291,0,0,Turning Improperly,4595974,Sedan,Moving Violation,Winter,Morning,True
2023-01-05 08:21:00,BROOKLYN,11201,40.69595,-73.9824,0,0,Passing or Lane Usage Improper,4597089,Sedan,Moving Violation,Winter,Morning,True
2023-01-05 12:30:00,BROOKLYN,11201,40.686726,-73.99255,0,0,Passing Too Closely,4595666,Sedan,Moving Violation,Winter,Afternoon,False
